MAP,30,-29,26,2
MAP,30,-30,35,2
MAP,30,-32,31,2
MAP,30,-28,30,2
MAP,30,-33,27,2
MAP,30,-35,30,2
MAP,30,-29,33,2
MAP,30,-26,27,-1
MAP,30,-33,34,2
MAP,30,-33,35,2
MAP,30,-35,31,2
MAP,30,-33,28,2
MAP,30,-29,27,2
MAP,30,-32,32,2
MAP,30,-32,25,2
MAP,30,-30,29,1
MAP,30,-28,31,1
MAP,30,-26,28,1
MAP,30,-32,26,2
MAP,30,-31,30,2
MAP,30,-29,28,1
MAP,30,-33,29,2
MAP,30,-35,32,2
MAP,30,-32,33,2
MAP,30,-28,32,2
MAP,30,-29,35,2
MAP,30,-26,29,1
MAP,30,-31,31,2
MAP,30,-27,30,1
MAP,30,-32,34,2
MAP,30,-29,29,1
MAP,30,-35,33,2
MAP,30,-32,27,2
MAP,30,-34,30,2
MAP,30,-32,28,2
MAP,30,-27,31,2
MAP,30,-32,35,2
MAP,30,-31,25,2
MAP,30,-31,32,2
MAP,30,-34,31,2
MAP,40,-31,33,2
MAP,40,-25,29,-1
MAP,40,-31,26,2
MAP,40,-34,32,2
MAP,40,-28,28,1
MAP,40,-28,35,2
MAP,40,-30,30,1
MAP,40,-32,29,1
MAP,40,-27,25,2
MAP,40,-35,28,2
MAP,40,-27,32,2
MAP,40,-31,34,2
MAP,40,-31,27,2
MAP,40,-33,30,2
MAP,40,-26,30,1
MAP,40,-28,29,1
MAP,40,-35,29,2
MAP,40,-27,26,2
MAP,40,-30,31,1
MAP,40,-31,35,2
MAP,40,-33,31,2
MAP,40,-29,30,2
MAP,40,-30,32,2
MAP,40,-30,25,2
MAP,40,-31,28,1
MAP,40,-27,27,2
MAP,40,-26,31,1
MAP,40,-31,29,1
MAP,40,-33,32,2
MAP,40,-30,26,2
MAP,40,-30,33,2
MAP,40,-29,31,1
MAP,40,-34,28,2
MAP,40,-26,32,-1
MAP,40,-27,28,2
MAP,40,-30,27,2
MAP,40,-32,30,2
MAP,40,-33,26,2
MAP,40,-30,34,2
MAP,40,-29,25,2
MAP,40,-25,30,-1
MAP,40,-29,32,1
MAP,40,-34,29,2
MAP,40,-27,29,1
MAP,40,-26,26,2
MAP,40,-29,26,2
MAP,40,-30,35,2
MAP,40,-32,31,2
MAP,40,-28,30,2
MAP,40,-33,27,2
MAP,40,-35,30,2
MAP,40,-29,33,2
MAP,40,-33,34,2
MAP,40,-30,28,1
MAP,40,-26,27,2
MAP,40,-33,35,2
MAP,40,-35,31,2
MAP,40,-33,28,2
